area;parc;parc;ni;especies;h2014;h2015;h2016;h2017;h2018;h2022;h2023;h2025;x;y
2;31;6E;H745;Solanum paranense;;;;;1,35;2,3;;2,3;55,2;3,63
2;31;6E;D2466;Campovassouria cruciata;;;;;2,6;M;;M;57,8;2,95
2;31;6E;H1416;Solanum paranense;;;;;1,3;2;;3,1;56,7;2,06
2;31;6E;2574;Solanum paranense;;;;;1,8;3;;M;57,2;7,51
2;31;6E;D2122;Campovassouria cruciata;;;;;2,9;4,7;;4,8;57,9;0,5
2;31;6E;D1295;Campovassouria cruciata;;;;;1,81;4,3;;AD;58,3;0,49
2;31;6E;M136;Campovassouria cruciata;;;;;;3,1;;3,1;;
2;31;6E;M181;Solanum paranense;;;;;;1,1;;1,2;;
2;31;6E;M137;Solanum paranense;;;;;;1,75;;2,1;;
2;31;6E;M263;Solanum paranense;;;;;;1,3;;2,1;;
2;31;6E;M147;Solanum paranense;;;;;;1,7;;1,95;;
2;31;6E;M281;Chromolaena laevigata;;;;;;1,6;;M;;
2;31;6E;M287;Solanum paranense;;;;;;2;;M;;
2;31;6E;M135;Solanum paranense;;;;;;1,5;;M;;
2;31;6E;M341;Solanum paranense;;;;;;1,3;;M;;
2;31;6E;M350;Campovassouria cruciata;;;;;;2,5;;M;;
2;31;6E;D2358;Campovassouria cruciata;;;;;;3,7;;M;;
2;31;6E;M130;Campovassouria cruciata;;;;;;1,2;;3,2;;
2;31;6E;M573;Myrsine coriacea;;;;;;1,6;;M;;
2;31;6E;M342;Campovassouria cruciata;;;;;;1,5;;3,1;;
2;31;6E;H752;Solanum paranense;;;;;;;;1,55;54,4;3,7
2;31;6E;H773;Myrsine coriacea;;;;;;;;1,5;54;1,5
2;31;6E;H341;Solanum paranense;;;;;;;;1,25;51,5;5
2;31;6E;H888;Solanum paranense;;;;;;;;1,65;52;3,8
2;31;6E;H805;Myrsine coriacea;;;;;;;;2,2;53,7;6,25
2;31;6E;H806;Myrsine coriacea;;;;;;;;2,1;53,7;6,2
2;31;6E;H770;Solanum paranense;;;;;;;;1,6;59,5;1,5
2;31;6E;H801;Solanum paranense;;;;;;;;1,95;59,5;2
2;31;6E;H802;Campovassouria cruciata;;;;;;;;3,1;;
2;31;6E;H649;Campovassouria cruciata;;;;;;;;3,6;;
2;31;6E;H743;Symphyopappus itatiayensis;;;;;;;;2,5;;
2;31;6E;H816;Myrceugenia euosma;;;;;;;;1,65;;
2;31;6E;H817;Myrsine coriacea;;;;;;;;2;;
2;32;6D;1118;Baccharis uncinella;2,03;2,4;2,8;;3,71;M;;M;51,22;-2,07
2;32;6D;1119;Baccharis uncinella;1,32;1,72;1,9;;2,3;AD;;AD;52,12;-5
2;32;6D;1121;Senecio brasiliensis;1,02;1,41;M;;M;M;;M;53,96;-5,64
2;32;6D;1122;Senecio brasiliensis;1,32;2,1;M;;M;M;;M;53,44;-5,93
2;32;6D;1123;Campovassouria cruciata;1;1,44;2,2;;2,51;3;;3;50,45;-6,03
2;32;6D;j360;Baccharis microdonta;1,33;1,72;1,9;;M;M;;M;51,82;-7,25
2;32;6D;1126;Baccharis microdonta;1,39;M;M;;M;M;;M;51,94;-7,37
2;32;6D;1127;Baccharis microdonta;1,33;M;M;;M;M;;M;52,31;-7,77
2;32;6D;1128;Baccharis microdonta;1,3;M;M;;M;M;;M;52,61;-7,27
2;32;6D;1129;Senecio brasiliensis;1,16;M;M;;M;M;;M;51,78;-8,65
2;32;6D;1131;Campovassouria cruciata;;1,7;1,85;;M;M;;M;53,97;-9,8
2;32;6D;1132;Campovassouria cruciata;1,42;1,92;M;;M;M;;M;55,71;-7,6
2;32;6D;1133;Campovassouria cruciata;1,28;1,9;2;;3,2;AD;;AD;57,56;-8,01
2;32;6D;1139;Campovassouria cruciata;3,07;3,5;3,4;;M;M;;M;59,32;-5,25
2;32;6D;1141;Myrceugenia euosma;1,6;1,65;1,8;;2,3;2,5;;AD;56,9;-5,82
2;32;6D;1147;Berberis laurina;2,2;1,68;1,55;;1,8;2;;2,5;56,24;-1,76
2;32;6D;1148;Berberis laurina;1,7;1,8;1,85;;1,9;1,9;;2,5;55,63;-1,14
2;32;6D;1149;Berberis laurina;1,82;1,7;1,8;;1,7;1,7;;2,5;55,27;-1,03
2;32;6D;1150;Berberis laurina;1,78;1,79;1,9;;1,85;1,85;;2,5;56,1;-2,95
2;32;6D;1151;Berberis laurina;1,76;1,76;1,65;;1,9;1,9;;2,5;55,32;-2,77
2;32;6D;1152;Berberis laurina;1,13;1,4;1,45;;2;2;;2,5;54,98;-2,28
2;32;6D;1153;Berberis laurina;1,94;1,78;1,6;;1,6;1,65;;2,5;54,71;-2,23
2;32;6D;1154;Berberis laurina;1,96;2,1;2,1;;2,3;2,5;;2,5;54,72;-2,35
2;32;6D;1155;Berberis laurina;;1,34;1,65;;1,5;3;;3;55,21;-3,28
2;32;6D;1158;Berberis laurina;;1;1,05;;1,3;1,3;;2,2;56,32;-2,92
2;32;6D;1160;Baccharis uncinella;1,4;1,85;2,1;;3,1;M;;M;55,82;-4,33
2;32;6D;1161;Senecio brasiliensis;1,54;M;M;;M;M;;M;55,94;-4,74
2;32;6D;j362;Senecio brasiliensis;;1,4;M;;M;M;;M;56,94;­4,74
2;32;6D;j363;Senecio brasiliensis;;1,71;M;;M;M;;M;59,9;­9,8
2;32;6D;j364;Senecio brasiliensis;;1,93;M;;M;M;;M;59,8;­9,01
2;32;6D;j372;Baccharis uncinella;;2,04;2,2;;M;M;;M;59,8;­9,98
2;32;6D;j373;Senecio brasiliensis;;1,82;M;;M;M;;M;58;­2,01
2;32;6D;j365;Campovassouria cruciata;;1,65;1,6;;2,77;3;;AD;58,32;­6,25
2;32;6D;j374;Senecio brasiliensis;;1,82;2,6;;M;M;;M;58,3;­2,3
2;32;6D;D667;Campovassouria cruciata;;;2,6;;3;AD;;AD;51;-6,26
2;32;6D;D666;Berberis laurina;;;2;;2,3;2,3;;3;54,9;-3,24
2;32;6D;D674;Berberis laurina;;;1,6;;1,2;1,6;;2,2;55;-2,9
2;32;6D;D678;Berberis laurina;;;1,5;;1,6;1,6;;2,2;55;-3,1
2;32;6D;D676;Campovassouria cruciata;;;1,55;;2,5;4;;AD;58,6;-4,51
2;32;6D;D677;Campovassouria cruciata;;;1,15;;1,5;M;;M;58,5;-4,31
2;32;6D;D672;Baccharis uncinella;;;1,7;;2,6;M;;M;57,7;-4,92
2;32;6D;D2234;Berberis laurina;;;;;2;2;;3;55,7;-1,07
2;32;6D;D671;Berberis laurina;;;;;1,1;1,2;;1,5;55,3;-2,53
2;32;6D;D2218;Berberis laurina;;;;;1,9;3;;3;55,1;-1,58
2;32;6D;D2199;Araucaria angustifolia;;;;;1,3;2;;4;55,35;-2,04
2;32;6D;D2633;Berberis laurina;;;;;1,1;1,6;;2;53,8;-2,83
2;32;6D;D668;Berberis laurina;;;;;2,5;3;;3;56,1;-2,14
2;32;6D;D2421;Siphoneugenia reitzii;;;;;1,7;M;;M;57;-6,69
2;32;6D;D2442;Campovassouria cruciata;;;;;3;AD;;AD;56,8;-6,75
2;32;6D;D97;Campovassouria cruciata;;;;;4;M;;M;59,5;-3,95
2;32;6D;D2412;Campovassouria cruciata;;;;;3,1;AD;;AD;50,3;-6,7
2;32;6D;D2411;Campovassouria cruciata;;;;;2,6;2,2;;3;51,5;-4,14
2;32;6D;M573;Berberis laurina;;;;;;1,5;;2;;
2;32;6D;M572;Berberis laurina;;;;;;1,5;;2;;
2;32;6D;M450;Berberis laurina;;;;;;2,1;;2,1;;
2;32;6D;M597;Myrsine coriacea;;;;;;1,3;;M;;
2;32;6D;1157;Berberis laurina;;;;;;2;;2;;
2;32;6D;M598;Solanum paranense;;;;;;2;;2;60;0
2;32;6D;M600;Campovassouria cruciata;;;;;;1,3;;M;;
2;32;6D;M443;Solanum paranense;;;;;;2,2;;2,2;59,5;0
2;32;6D;M451;Solanum paranense;;;;;;1,5;;3;;
2;32;6D;M446;Berberis laurina;;;;;;2;;2,2;;
2;32;6D;M444;Berberis laurina;;;;;;1,2;;2,2;;
2;32;6D;M580;Campovassouria cruciata;;;;;;2,5;;3;56;0
2;32;6D;M578;Baccharis microdonta;;;;;;2,3;;M;;
2;32;6D;H1259;Myrsine coriacea;;;;;;;;2,2;54;-2
2;32;6D;H1253;Baccharis microdonta;;;;;;;;3;54;0
2;32;6D;H1256;Baccharis microdonta;;;;;;;;1,8;3,8;-0,5
2;32;6D;H1252;Myrsine coriacea;;;;;;;;1,7;52;-0,4
2;32;6D;1286;Myrsine coriacea;;;;;;;;1,8;52,8;-0,5
2;32;6D;H662;Berberis laurina;;;;;;;;1,5;;
2;32;6D;H795;Berberis laurina;;;;;;;;1,8;;
2;32;6D;H648;Berberis laurina;;;;;;;;1,5;;
2;33;7E;1166;Senecio brasiliensis;1,14;1,91;M;;M;M;;M;60,52;6,28
2;33;7E;1168;Campovassouria cruciata;3;2,51;3,3;;M;M;;M;62,31;7
2;33;7E;1174;Campovassouria cruciata;1,4;2,15;3,8;;M;M;;M;67,74;5,38
2;33;7E;1177;Campovassouria cruciata;1,32;2;2,3;;3,4;4;;M;67,8;3,27
2;33;7E;1178;Campovassouria cruciata;1,15;2,15;2,5;;3;M;;M;66,8;3,7
2;33;7E;M269;Campovassouria cruciata;;2,08;2,6;;3,4;5;;AD;66,02;3,67
2;33;7E;M504;Campovassouria cruciata;;1,4;2,8;;3,4;4;;4,8;65,4;4,43
2;33;7E;1183;Campovassouria cruciata;;2,05;3;;3,4;4,5;;AD;65,2;4,36
2;33;7E;1185;Campovassouria cruciata;;1,92;2,3;;M;M;;M;63,02;5,2
2;33;7E;M349;Campovassouria cruciata;;2,12;3;;3,4;2,5;;3,6;65,04;3,43
2;33;7E;1187;Campovassouria cruciata;;1,44;2;;M;M;;M;65,52;3,08
2;33;7E;1188;Campovassouria cruciata;1,78;2,13;3,6;;4;4,5;;5;64,81;2,49
2;33;7E;M54;Campovassouria cruciata;;1,72;2,3;;3,3;4;;4,8;65,67;3
2;33;7E;1192;Campovassouria cruciata;1,05;2,15;2,75;;M;M;;M;63,72;0,53
2;33;7E;1193;Campovassouria cruciata;1,25;2,2;3,1;;3,1;3,5;;4,8;62,93;0,42
2;33;7E;1196;Campovassouria cruciata;1,4;2,26;3;;M;M;;M;63,58;1,28
2;33;7E;1197;Campovassouria cruciata;1,76;2,31;3,35;;M;M;;M;65,4;1,4
2;33;7E;1195;Campovassouria cruciata;;1,82;2,5;;M;M;;M;65,5;5,54
2;33;7E;j391;Campovassouria cruciata;;1,83;2,7;;M;M;;M;67,74;4,38
2;33;7E;j398;Solanum paranense;;1,2;1;;M;M;;M;65,3;6,3
2;33;7E;j399;Campovassouria cruciata;;1,25;M;;M;M;;M;65,6;5
2;33;7E;j400;Solanum paranense;;1,02;1,5;;2;3,5;;M;63,6;5,23
2;33;7E;j389;Solanum paranense;;1,38;M;;M;M;;M;62,5;4,85
2;33;7E;M520;Campovassouria cruciata;;;2,1;;3,1;5;;5,2;62,6;6,2
2;33;7E;D619;Campovassouria cruciata;;;3,1;;4;AD;;AD;62,6;0,72
2;33;7E;D620;Campovassouria cruciata;;;3,75;;4;M;;M;61,2;0,35
2;33;7E;D621;Campovassouria cruciata;;;2,55;;M;M;;M;68,1;1,27
2;33;7E;D2409;Campovassouria cruciata;;;;;3,3;3,3;;3,8;65,5;1,03
2;33;7E;M279;Campovassouria cruciata;;;;;3;3,1;;3,8;64;1,1
2;33;7E;D2423;Campovassouria cruciata;;;;;3,6;M;;M;63,7;0,49
2;33;7E;D2430;Solanum corymbiflorum;;;;;1,5;M;;M;62,2;1,58
2;33;7E;D2424;Campovassouria cruciata;;;;;3,2;4;;5;63,3;4,52
2;33;7E;M282;Campovassouria cruciata;;;;;2,1;5,1;;5,3;65,2;2,55
2;33;7E;D2426;Symphyopappus itatiayensis;;;;;1,2;M;;M;65;5,75
2;33;7E;D2429;Campovassouria cruciata;;;;;3;3,5;;4,5;66,2;6
2;33;7E;D2427;Campovassouria cruciata;;;;;2,3;3,8;;4,5;66,1;6,54
2;33;7E;D2420;Campovassouria cruciata;;;;;2,3;3,8;;4,3;66,6;6,43
2;33;7E;D2428;Campovassouria cruciata;;;;;3,5;4;;4,5;67,3;5,3
2;33;7E;D2410;Campovassouria cruciata;;;;;3,5;4;;5;67,5;4,02
2;33;7E;M266;Campovassouria cruciata;;;;;2;2,3;;4;66,3;3,52
2;33;7E;D1460;Baccharis uncinella;;;;;1,7;2;;2,4;67,1;2,86
2;33;7E;D2143;Campovassouria cruciata;;;;;2,6;4,5;;5;68;9,6
2;33;7E;D2228;Campovassouria cruciata;;;;;3;4;;5;68,2;9,5
2;33;7E;D1854;Campovassouria cruciata;;;;;2,8;2,4;;4;67,5;9,22
2;33;7E;D1303;Campovassouria cruciata;;;;;2,3;2,3;;4;67,2;9
2;33;7E;D1851;Campovassouria cruciata;;;;;2,6;4;;5;65;8,85
2;33;7E;M522;Campovassouria cruciata;;;;;2,4;5;;4,8;62,5;7,36
2;33;7E;M392;Baccharis microdonta;;;;;;1,6;;M;;
2;33;7E;M298;Baccharis uncinella;;;;;;2,3;;M;;
2;33;7E;M297;Baccharis microdonta;;;;;;2;;M;;
2;33;7E;M31;Baccharis microdonta;;;;;;1,1;;M;;
2;33;7E;M459;Myrsine coriacea;;;;;;1,1;;M;;
2;33;7E;M502;Solanum paranense;;;;;;2,1;;3;;
2;33;7E;M383;Campovassouria cruciata;;;;;;2,25;;M;;
2;33;7E;M348;Solanum paranense;;;;;;1,4;;M;;
2;33;7E;M524;Campovassouria cruciata;;;;;;2,6;;M;;
2;33;7E;M564;Solanum paranense;;;;;;1,5;;2,2;;
2;33;7E;M566;Solanum paranense;;;;;;1,7;;1,9;;
2;33;7E;M523;Solanum paranense;;;;;;1,4;;1,8;;
2;33;7E;D2647;Campovassouria cruciata;;;;;;2,8;;4,5;;
2;33;7E;H1422;Baccharis microdonta;;;;;;;;2;61;0,5
2;33;7E;H811;Myrsine coriacea;;;;;;;;1;61;0,5
2;33;7E;H772;NI;;;;;;;;2,9;63;6
2;33;7E;H769;Baccharis microdonta;;;;;;;;1,95;67;3
2;33;7E;H778;Campovassouria cruciata;;;;;;;;2;67,5;3
2;33;7E;H814;Campovassouria cruciata;;;;;;;;3;67,5;7
2;33;7E;H755;Myrsine coriacea;;;;;;;;1,65;64;9,5
2;33;7E;H777;Solanum paranense;;;;;;;;1,55;64;9,5
2;33;7E;H779;Solanum paranense;;;;;;;;1,85;63;9,5
2;33;7E;H744;Myrsine coriacea;;;;;;;;2,3;63;8
2;33;7E;H750;Solanum paranense;;;;;;;;2,3;63;7,9
2;34;7D;j383;Solanum paranense;1,49;1,51;1,55;;M;M;;M;60,53;-0,17
2;34;7D;1201;Senecio brasiliensis;1,61;2,2;M;;M;M;;M;61,6;-0,16
2;34;7D;1204;Senecio brasiliensis;;1,5;M;;M;M;;M;61,8;-3,47
2;34;7D;1207;Campovassouria cruciata;;1,62;1,8;;2,6;M;;M;62,61;-5,39
2;34;7D;1209;Campovassouria cruciata;;1,65;2;;2,3;M;;M;63,02;-5,36
2;34;7D;1212;Senecio brasiliensis;1,2;1,42;1,65;;M;M;;M;64,28;-4,6
2;34;7D;1213;Senecio brasiliensis;1,17;1,62;M;;M;M;;M;64,22;-4
2;34;7D;1214;Campovassouria cruciata;;1,01;2,15;;3,2;M;;M;63,36;-3,53
2;34;7D;1215;Campovassouria cruciata;;1,71;2,1;;2,2;M;;M;64,08;-3,15
2;34;7D;H664;Campovassouria cruciata;;1,74;2,3;;3,3;3,5;;3,5;64,4;-2,99
2;34;7D;1217;Senecio brasiliensis;1,34;1,7;2,4;;M;M;;M;64,01;-1,99
2;34;7D;1218;Campovassouria cruciata;;2,1;3,6;;3,9;3,5;;4;64,21;-1,26
2;34;7D;1219;Campovassouria cruciata;;1,7;2,7;;3,9;4;;4;64,62;-1,54
2;34;7D;1220;Campovassouria cruciata;;1,3;1,9;;M;M;;M;64,71;-1,4
2;34;7D;1221;Campovassouria cruciata;;1,9;3,3;;4;M;;M;64,8;-1,89
2;34;7D;1222;Campovassouria cruciata;;2,08;M;;M;M;;M;64,62;-2,17
2;34;7D;1223;Campovassouria cruciata;;1,48;2,6;;2,4;2,4;;3;64,51;-2,32
2;34;7D;1227;Baccharis uncinella;2,65;2,2;3,65;;M;M;;M;65,82;-0,55
2;34;7D;1229;Croton sp.1;1,02;1,2;M;;M;M;;M;69,18;-0,51
2;34;7D;1230;Campovassouria cruciata;1,07;1,83;2,15;;3,1;3,2;;2,5;69,9;-1,86
2;34;7D;1234;Campovassouria cruciata;1,81;2,1;3;;2,8;2,4;;2,9;69,3;-4,91
2;34;7D;1235;Senecio brasiliensis;1,27;1,86;2,2;;M;M;;M;68,4;-6,49
2;34;7D;1236;Campovassouria cruciata;1,14;2;2,8;;3;AD;;AD;67,8;-6,88
2;34;7D;1237;Campovassouria cruciata;1,52;1,96;2,5;;3,7;3,5;;3,5;66,1;-6,08
2;34;7D;1238;Verbena sp.;;1,03;M;;M;M;;M;65,06;-6,38
2;34;7D;1240;Campovassouria cruciata;;;1,75;;3,1;M;;M;64,7;-6,78
2;34;7D;1242;Baccharis uncinella;;;1,42;;M;M;;M;65,9;-6,89
2;34;7D;1243;Campovassouria cruciata;;1,52;2,3;;M;M;;M;66,3;-6,49
2;34;7D;1244;Campovassouria cruciata;;1;M;;M;M;;M;65,6;-7,53
2;34;7D;1247;Campovassouria cruciata;;1,75;2,04;;3,15;AD;;AD;62,2;-8,35
2;34;7D;1253;Campovassouria cruciata;;1,65;2,1;;M;M;;M;60,37;-6,05
2;34;7D;j376;Solanum paranense;;1,75;1,9;;2,1;2,4;;2,4;60,1;­0,8
2;34;7D;j371;Campovassouria cruciata;;1,55;2,3;;M;M;;M;64,6;­3,12
2;34;7D;j366;Campovassouria cruciata;;1,16;2,5;;2,68;M;;M;63,1;­6,01
2;34;7D;j367;Senecio brasiliensis;;1,48;M;;M;M;;M;61;­6,13
2;34;7D;j370;Campovassouria cruciata;;1,04;1,4;;M;M;;M;62,2;­7,53
2;34;7D;j368;Campovassouria cruciata;;1,22;1,8;;3,15;3,5;;3,5;64,2;­9,06
2;34;7D;j384;Campovassouria cruciata;;1,39;2,1;;2,62;M;;M;62;­4,5
2;34;7D;j377;Campovassouria cruciata;;1,71;2,5;;M;M;;M;63,3;­4,02
2;34;7D;j380;Campovassouria cruciata;;1,79;3,75;;3,6;3,4;;3,4;63,8;­4,03
2;34;7D;j378;Campovassouria cruciata;;1,72;2;;2,1;M;;M;63,15;­2,85
2;34;7D;j381;Campovassouria cruciata;;1,78;2,5;;3,1;M;;M;63,55;­2,87
2;34;7D;j382;Campovassouria cruciata;;1,22;2,2;;M;M;;M;64,5;­2,89
2;34;7D;j375;Campovassouria cruciata;;1,32;2;;2,1;M;;M;64,6;­2,9
2;34;7D;j385;Campovassouria cruciata;;1,44;2,1;;3,6;M;;M;63,3;­4,52
2;34;7D;j392;Campovassouria cruciata;;1,72;1,9;;3,15;M;;M;62,5;­6,01
2;34;7D;j386;Campovassouria cruciata;;;1,85;;2,46;3;;2,5;67,4;­6,89
2;34;7D;j387;Campovassouria cruciata;;1,08;2;;2;3,5;;3,5;68,5;­9,82
2;34;7D;j393;Campovassouria cruciata;;;1,8;;2,3;3;;3;67;­9,84
2;34;7D;j388;Solanum paranense;;;1,4;;M;M;;M;66,2;­9,62
2;34;7D;j394;Senecio brasiliensis;;1,73;M;;M;M;;M;64,3;­9,87
2;34;7D;j396;Campovassouria cruciata;;1,65;1,85;;M;M;;M;63,5;­9,81
2;34;7D;j372;Baccharis uncinella;;;2,2;;M;M;;M;67,5;-9,9
2;34;7D;D1139;Campovassouria cruciata;;;3,2;;M;M;;M;68;-6
2;34;7D;J395;Campovassouria cruciata;;;2,1;;3;M;;M;63,96;-3,53
2;34;7D;D622;Campovassouria cruciata;;;1,85;;2,8;M;;M;61;-1,8
2;34;7D;D625;Solanum paranense;;;1,35;;1,65;2;;2,5;61,5;-0,43
2;34;7D;D624;Campovassouria cruciata;;;2,3;;3,3;AD;;AD;62,6;-1,19
2;34;7D;D626;Campovassouria cruciata;;;2,5;;M;M;;M;65,8;-0,26
2;34;7D;D623;Campovassouria cruciata;;;2,4;;3,4;M;;M;65,9;-0,3
2;34;7D;D628;Campovassouria cruciata;;;2,3;;3,4;M;;M;65,3;-0,3
2;34;7D;D629;Campovassouria cruciata;;;2,2;;2,4;M;;M;65,1;-0,48
2;34;7D;D627;Campovassouria cruciata;;;2,25;;2,8;4;;4;67,2;-2,06
2;34;7D;D631;Campovassouria cruciata;;;2,1;;3;3;;3;67,1;-7,22
2;34;7D;D655;Solanum paranense;;;;;1,25;2;;2,2;60,3;-1,72
2;34;7D;D1448;Baccharis microdonta;;;;;3;5;;5;64,5;-4,29
2;34;7D;D1449;Campovassouria cruciata;;;;;2,6;3;;3;65,2;-4,4
2;34;7D;H860;Campovassouria cruciata;;;;;3;4;;4;63,4;-3,39
2;34;7D;1241;Campovassouria cruciata;;;;;3,4;3,4;;3,4;66;-6,62
2;34;7D;D1458;Campovassouria cruciata;;;;;3;M;;M;69,5;-5,46
2;34;7D;D1457;Solanum paranense;;;;;1,7;2,5;;3;69,5;-5,46
2;34;7D;D1453;Campovassouria cruciata;;;;;2,7;4;;4;68,5;-8,53
2;34;7D;D1285;Solanum paranense;;;;;1,2;1,8;;3;69,4;-9,21
2;34;7D;D1917;Solanum paranense;;;;;1,4;M;;M;69,9;-8,13
2;34;7D;D1456;Campovassouria cruciata;;;;;2;2;;2,5;68;-9,36
2;34;7D;D1451;Campovassouria cruciata;;;;;1,4;M;;M;65,8;-7,86
2;34;7D;D1452;Campovassouria cruciata;;;;;2,1;M;;M;65,8;-3,73
2;34;7D;D2638;Campovassouria cruciata;;;;;2,3;4;;4;65,6;-3,27
2;34;7D;D1454;Campovassouria cruciata;;;;;1,9;M;;M;65,9;-3,3
2;34;7D;D1455;Campovassouria cruciata;;;;;2,4;M;;M;64,8;-2,5
2;34;7D;D2644;Campovassouria cruciata;;;;;3,1;M;;M;62,8;-1,73
2;34;7D;D1297;Campovassouria cruciata;;;;;2;2,5;;3;64,4;-0,85
2;34;7D;D2455;Campovassouria cruciata;;;;;2;M;;M;64,4;-0,9
2;34;7D;D2145;Campovassouria cruciata;;;;;2,6;AD;;AD;67,9;-2,46
2;34;7D;D1294;Campovassouria cruciata;;;;;1,6;2,4;;M;69,8;-0,2
2;34;7D;M579;Solanum paranense;;;;;;2,3;;3;;
2;34;7D;M447;Solanum paranense;;;;;;2;;M;;
2;34;7D;M473;Solanum paranense;;;;;;2;;M;;
2;34;7D;M599;Baccharis microdonta;;;;;;3;;M;;
2;34;7D;D1917;Solanum paranense;;;;;;2;;M;;
2;34;7D;M162;Baccharis uncinella;;;;;;2,3;;2,3;;
2;34;7D;M584;Myrsine coriacea;;;;;;1,4;;1,6;;
2;34;7D;H698;Myrsine coriacea;;;;;;;;1,6;64;-6
2;34;7D;H699;Myrsine coriacea;;;;;;;;1,2;64;-7
2;34;7D;H646;Myrsine coriacea;;;;;;;;1,2;64;-8,5
2;34;7D;H92;Myrsine coriacea;;;;;;;;1,3;65;-3
2;34;7D;H667;Baccharis microdonta;;;;;;;;1,9;69,5;-5
2;35;8E;M419;Campovassouria cruciata;1;2,1;2,6;;3;3,2;;4;70,91;2,4
2;35;8E;1339;Campovassouria cruciata;1,04;M;M;;M;M;;M;71,21;2,77
2;35;8E;1340;Campovassouria cruciata;1,52;2,28;3,45;;3,6;4;;5;70,16;3,84
2;35;8E;1341;Campovassouria cruciata;1,86;2,02;3,6;;3,6;4;;AD;71;4,39
2;35;8E;M594;Myrceugenia oxysepala;1,47;1,55;1,55;;1,54;2,2;;2,8;74,32;4,18
2;35;8E;1349;Campovassouria cruciata;;1,3;2,1;;3,3;3,5;;4,5;75,42;0,8
2;35;8E;1351;Baccharis uncinella;1;1,71;1,75;;2,1;M;;M;73,06;0,22
2;35;8E;1353;Campovassouria cruciata;;1,48;2,5;;2,57;M;;M;71,27;1,97
2;35;8E;1359;Campovassouria cruciata;2,42;3,5;3,9;;M;M;;M;77,2;2,32
2;35;8E;1362;Campovassouria cruciata;;1,85;2,1;;4;AD;;AD;78;0,16
2;35;8E;1363;Croton sp.1;1,85;1,33;M;;M;M;;M;78;0,14
2;35;8E;M198;Berberis laurina;1,68;1,74;1,75;;2,1;2,2;;1,2;77,65;7,74
2;35;8E;1368;Myrceugenia oxysepala;1,52;1,2;1,25;;1,68;M;;M;73,68;7,77
2;35;8E;1372;Campovassouria cruciata;1,23;2,32;3,4;;3,6;3;;4;78,8;8,48
2;35;8E;1365;Campovassouria cruciata;;3;3,5;;M;M;;M;79;2,32
2;35;8E;M185;Campovassouria cruciata;;2,13;2,8;;3;2;;4;79,05;4,8
2;35;8E;M197;Myrceugenia oxysepala;;1,84;1,5;;1,69;2,5;;2,6;77,82;8,48
2;35;8E;j412;Campovassouria cruciata;;1,73;2,3;;3;3,5;;4,8;70,91;2,81
2;35;8E;j411;Senecio brasiliensis;;1,31;M;;M;M;;M;78;1,01
2;35;8E;M190;Campovassouria cruciata;;1,69;2,25;;2,31;3,1;;4;70,66;4,34
2;35;8E;D565;Campovassouria cruciata;;;2,3;;M;M;;M;76;5,08
2;35;8E;D612;Solanum paranense;;;1,05;;M;M;;M;75,3;2,03
2;35;8E;M290;Solanum paranense;;;;;2,5;3;;3,6;79;0,56
2;35;8E;D2458;Campovassouria cruciata;;;;;2,7;AD;;AD;70,35;9,6
2;35;8E;D1926;Solanum paranense;;;;;1,05;M;;M;78;1,56
2;35;8E;1381;Campovassouria cruciata;;;;;4,2;M;;M;78,5;7,5
2;35;8E;D2741;Campovassouria cruciata;;;;;2,3;AD;;AD;72;9,3
2;35;8E;M511;Campovassouria cruciata;;;;;2;3,2;;4,5;70,3;8,39
2;35;8E;M510;Baccharis uncinella;;;;;1,68;1,2;;M;71,8;3,16
2;35;8E;D1847;Berberis laurina;;;;;1,9;M;;M;74,9;8,11
2;35;8E;D1439;Berberis laurina;;;;;2,3;M;;M;75;7,69
2;35;8E;D1440;Berberis laurina;;;;;1,9;M;;M;74,9;7,76
2;35;8E;D1441;Campovassouria cruciata;;;;;2,2;AD;;AD;70,3;3,51
2;35;8E;M587;Berberis laurina;;;;;2;2;;1;76,1;7,65
2;35;8E;M576;Solanum paranense;;;;;;3;;3,1;;
2;35;8E;M593;Berberis laurina;;;;;;3,1;;3,3;;
2;35;8E;M506;Solanum paranense;;;;;;1,1;;2;;
2;35;8E;M509;Baccharis microdonta;;;;;;3,1;;4,6;;
2;35;8E;M155;Myrsine coriacea;;;;;;1,2;;M;;
2;35;8E;M574;Solanum paranense;;;;;;1,1;;M;;
2;35;8E;M513;Myrsine coriacea;;;;;;1,1;;2;;
2;35;8E;H942;Baccharis microdonta;;;;;;;;3,8;79,5;0,6
2;35;8E;H943;Myrsine coriacea;;;;;;;;1,8;76;4
2;35;8E;H740;Solanum paranense;;;;;;;;1,25;77;7,6
2;35;8E;H946;Myrsine coriacea;;;;;;;;1,15;75,5;2,5
2;35;8E;H989;Solanum pseudocapsicum;;;;;;;;1;76;1
2;35;8E;H961;Myrsine coriacea;;;;;;;;1,3;74,7;0,1
2;35;8E;H929;Myrsine coriacea;;;;;;;;1,9;77,5;2,5
2;35;8E;H940;Myrceugenia oxysepala;;;;;;;;1,35;78;8,4
2;35;8E;H925;Myrsine coriacea;;;;;;;;1,35;78;8,58
2;35;8E;H947;Solanum pseudocapsicum;;;;;;;;1,3;78;7
2;35;8E;H944;Solanum pseudocapsicum;;;;;;;;1,5;79;7
2;35;8E;H924;Myrceugenia euosma;;;;;;;;1,55;79;6,5
