area;parc;parc;ni;especies;h2014;h2015;h2016;h2017;h2018;h2022;h2023;h2025;x;y
4;74;7E;55;Baccharis dracunculifolia;;;;;;;2;2,1;61,7;2
4;74;7E;R917;Baccharis dracunculifolia;;;;;;;2;2,2;62,3;2,1
4;74;7E;P239;Verbenaceae sp.1;;;;;;;1,5;1,7;62,6;2,1
4;74;7E;F1173;Baccharis dracunculifolia;;;;;;;1,31;1,65;62,8;2
4;74;7E;P224;Maytenus boaria;;;;;;;1,3;M;66;1,5
4;74;7E;P61;Solanaceae sp.;;;;;;;1,2;1,6;68;0,7
4;74;7E;56;Maytenus boaria;;;;;;;1,2;1,6;67,5;0,3
4;74;7E;P321;Maytenus boaria;;;;;;;1,2;1,6;65;4
4;74;7E;513;Vernonanthura montevidensis;;;;;;;2;1,9;66;3,5
4;74;7E;H32;Baccharis uncinella;;;;;;;;1,55;67;7
4;74;7E;H93;Baccharis dracunculifolia;;;;;;;;1,65;65;6
4;74;7E;H19;Baccharis dracunculifolia;;;;;;;;1,5;62;2
4;74;7E;H54;Baccharis dracunculifolia;;;;;;;;1,7;62;2
4;74;7E;H30;Maytenus boaria;;;;;;;;1,15;62;2
4;74;7E;H03;Vernonanthura montevidensis;;;;;;;;1,8;66;0,3
4;75;8E;53;Baccharis uncinella;;;;2,4;3,2;;4;4,3;72;1
4;75;8E;B860;Baccharis uncinella;;;;1,65;2,1;;3;4,3;73;3,15
4;75;8E;510;Baccharis uncinella;;;;2,05;2,3;;3;AD;74;1
4;75;8E;514;Baccharis uncinella;;;;2;2;;3;3,3;73,1;2,81
4;75;8E;B863;Baccharis uncinella;;;;2,25;2;;M;M;75,2;2,22
4;75;8E;P186;Baccharis uncinella;;;;2,1;3;;3;M;76,4;1,6
4;75;8E;B865;Baccharis uncinella;;;;3,2;3,3;;M;M;77,6;1,66
4;75;8E;B866;Baccharis uncinella;;;;1,9;2,1;;M;M;76,6;6,36
4;75;8E;B867;Baccharis uncinella;;;;2,2;2;;M;M;75,5;7,16
4;75;8E;B868;Baccharis uncinella;;;;1,7;1,75;;M;M;74,4;5,93
4;75;8E;B869;Baccharis dracunculifolia;;;;3,1;3;;M;M;71,4;6,75
4;75;8E;B870;Baccharis uncinella;;;;2;3,3;;3;M;71;8,19
4;75;8E;B871;Baccharis uncinella;;;;1,95;2,1;;M;M;71;9,5
4;75;8E;B872;Baccharis uncinella;;;;2;3,2;;M;M;70,8;9,8
4;75;8E;B877;Baccharis uncinella;;;;2,3;2,5;;M;M;74,5;10
4;75;8E;B873;Baccharis uncinella;;;;1,9;2,6;;M;M;75;9,7
4;75;8E;B874;Baccharis dracunculifolia;;;;1,7;2;;M;M;75,1;8,1
4;75;8E;B875;Baccharis uncinella;;;;2,7;3;;M;M;79,7;9
4;75;8E;P235;Grazielia serrata;;;;;;;2,3;2,8;75;9,2
4;75;8E;H29;Baccharis uncinella;;;;;;;;1,65;70;9,2
4;75;8E;H96;Baccharis dracunculifolia;;;;;;;;1;;
4;75;8E;H97;Baccharis uncinella;;;;;;;;1,15;;
4;75;8E;H02;Baccharis uncinella;;;;;;;;1,3;;
4;76;8D;R806;Baccharis uncinella;;;;2,7;3;;3,8;AD;72,4;3,56
4;76;8D;R800;Baccharis uncinella;;;;2,6;3,5;;4,5;AD;74,4;0,3
4;76;8D;R807;Baccharis uncinella;;;;2,6;3;;4;AD;73,5;4,5
4;76;8D;B881;Baccharis uncinella;;;;2,9;2,9;;4;AD;77;4,85
4;76;8D;B882;Baccharis dracunculifolia;;;;3,05;M;;M;M;76,2;6,86
4;76;8D;B883;Myrceugenia euosma;;;;1,3;1,3;;1,7;M;79,8;9,7
4;76;8D;R815;Escallonia bifida;;;;;;;2;2,5;80;7
4;76;8D;F816;Baccharis dracunculifolia;;;;;;;1,5;1,5;80;7,6
4;76;8D;R813;Baccharis dracunculifolia;;;;;;;1,65;2,1;80;7,6
4;76;8D;R819;Baccharis dracunculifolia;;;;;;;1,1;M;76;4
4;77;9E;P364;Baccharis uncinella;;;;1,95;2,3;;2,5;AD;81,5;1,5
4;77;9E;P197;Baccharis uncinella;;;;2,6;2,85;;3;3,5;83;2,2
4;77;9E;P236;Baccharis uncinella;;;;2,3;3;;3,8;AD;84,2;2,63
4;77;9E;B887;Baccharis uncinella;;;;2,2;3;;M;M;87,1;2,95
4;77;9E;B888;Baccharis uncinella;;;;2,5;2,7;;2,5;M;86,6;4,19
4;77;9E;B889;Baccharis uncinella;;;;1,65;1,56;;M;M;88,6;7,21
4;77;9E;B890;Baccharis uncinella;;;;2,2;2,4;;3;M;85,3;7,56
4;77;9E;P88;Baccharis uncinella;;;;2,7;3;;3;3,3;82;8,45
4;77;9E;B892;Baccharis uncinella;;;;2,5;2,1;;3,5;AD;81,8;7,45
4;77;9E;517;Baccharis uncinella;;;;2,2;2,2;;3;M;81,3;7,7
4;77;9E;R769;Baccharis uncinella;;;;3;4,2;;3;M;80,4;7,3
4;77;9E;P237;Baccharis uncinella;;;;2,2;2,4;;3,5;M;80,4;8,11
4;77;9E;B896;Baccharis dracunculifolia;;;;2,3;3,1;;M;M;80,7;9
4;77;9E;F697;Baccharis uncinella;;;;2,7;3,3;;3;2,1;82;8
4;77;9E;B898;Grazielia serrata;;;;2,6;2,4;;M;M;82,5;4,33
4;77;9E;57;Berberis laurina;;;;;;;1,2;1,3;88;4,2
4;77;9E;F1120;Baccharis dracunculifolia;;;;;;;2,5;M;89;2
4;77;9E;F1180;Baccharis dracunculifolia;;;;;;;1,6;M;89;1
4;77;9E;F1128;Baccharis dracunculifolia;;;;;;;1,5;1,9;89,5;0,5
4;77;9E;F1129;Baccharis dracunculifolia;;;;;;;2,1;M;89,6;1
4;77;9E;F1138;Baccharis dracunculifolia;;;;;;;2;M;89,9;2
4;77;9E;F1136;Baccharis dracunculifolia;;;;;;;2,5;M;89,9;3
4;77;9E;F1137;Baccharis dracunculifolia;;;;;;;1,5;M;89,9;4
4;77;9E;F1134;Baccharis dracunculifolia;;;;;;;2,3;2,8;89;9,8
4;77;9E;F1135;Baccharis dracunculifolia;;;;;;;2,3;2,8;90;9
4;77;9E;H23;Grazielia serrata;;;;;;;;2,3;80;7,3
4;77;9E;H39;Baccharis dracunculifolia;;;;;;;;1,7;80;7,3
4;77;9E;P235;Grazielia serrata;;;;;;;;2,8;80;10
4;77;9E;H22;Baccharis uncinella;;;;;;;;1,6;90;9
4;77;9E;H34;Baccharis dracunculifolia;;;;;;;;1,7;90;9
4;77;9E;H57;Baccharis dracunculifolia;;;;;;;;1,5;90;8,5
4;77;9E;H59;Baccharis dracunculifolia;;;;;;;;1,9;90;8,5
4;78;9D;B899;Grazielia serrata;;;;2,35;2,8;;M;M;83,7;1,2
4;78;9D;B900;Baccharis uncinella;;;;1,5;2,4;;M;M;85,6;1,46
4;78;9D;B901;Baccharis uncinella;;;;2,8;2,9;;M;M;83,4;3,5
4;78;9D;B902;Baccharis uncinella;;;;2,6;2,5;;M;M;83,4;3,4
4;78;9D;R812;Baccharis uncinella;;;;2,5;2,7;;4;AD;85;3,76
4;78;9D;B904;Baccharis uncinella;;;;1,8;2,1;;M;M;85;5,4
4;78;9D;B905;Baccharis uncinella;;;;2,85;3,3;;M;M;82,6;5
4;78;9D;R817;Baccharis uncinella;;;;3,35;3,5;;4;AD;81,4;6
4;78;9D;B907;Baccharis uncinella;;;;3,15;3;;M;M;83,7;8,36
4;78;9D;R803;Baccharis uncinella;;;;3,25;3,2;;5;AD;84,5;8,2
4;78;9D;B909;Baccharis dracunculifolia;;;;3,5;4,3;;M;M;84,5;9,7
4;78;9D;B910;Baccharis uncinella;;;;3,3;4,2;;M;M;85;8,8
4;78;9D;R801;Baccharis uncinella;;;;;;;4,5;AD;85;2
4;78;9D;R802;Myrceugenia euosma;;;;;;;1,9;2;83;7
4;78;9D;R805;Baccharis uncinella;;;;;;;1,4;1,7;83;7,7
4;78;9D;R814;Baccharis uncinella;;;;;;;4,5;AD;86;8
4;78;9D;R804;Baccharis dracunculifolia;;;;;;;1,9;2,1;89;7
4;78;9D;R809;Baccharis dracunculifolia;;;;;;;1,9;M;89;7
4;78;9D;R818;Baccharis dracunculifolia;;;;;;;1,9;1,9;89;7
4;78;9D;R810;Campovassouria cruciata;;;;;;;1,9;2;89;7
4;78;9D;R808;Baccharis uncinella;;;;;;;2,3;2,3;88;7
4;78;9D;R811;Baccharis uncinella;;;;;;;2,3;2,3;88;7
4;78;9D;R850;Baccharis uncinella;;;;;;;2,5;2,5;88;7
4;78;9D;R881;Baccharis dracunculifolia;;;;;;;1,6;1,8;88;8
4;78;9D;H188;Baccharis dracunculifolia;;;;;;;;1,5;89;9
4;78;9D;H149;Baccharis dracunculifolia;;;;;;;;1,4;89,9;8,5
4;78;9D;H191;Baccharis uncinella;;;;;;;;2;88;7,5
4;78;9D;H187;Baccharis microdonta;;;;;;;;2;84;3
4;78;9D;H162;Baccharis dracunculifolia;;;;;;;;1,2;81;9
4;78;9D;H147;Maytenus boaria;;;;;;;;1;81;7
4;78;9D;H195;Baccharis microdonta;;;;;;;;1,7;81;7
4;78;9D;H146;Baccharis uncinella;;;;;;;;1,7;80,1;6
4;78;9D;H113;Baccharis microdonta;;;;;;;;1,5;80,1;5,5
4;78;9D;H112;Baccharis dracunculifolia;;;;;;;;1,3;80,5;5,2
4;78;9D;H114;Baccharis microdonta;;;;;;;;1,2;81;2,5
4;78;9D;H124;Myrsine coriacea;;;;;;;;1,2;84,5;2
4;79;10D;R894;Baccharis dracunculifolia;;;;2,5;2,4;;2,9;M;91;4,3
4;79;10D;F857;Baccharis uncinella;;;;2,55;2,2;;4;M;92;5,4
4;79;10D;B913;Baccharis dracunculifolia;;;;1,58;1,65;;2,7;2,7;96;2,4
4;79;10D;B914;Senecio brasiliensis;;;;1,65;M;;M;M;96,3;1,5
4;79;10D;B915;Baccharis dracunculifolia;;;;1,25;1,8;;M;M;96,5;1,5
4;79;10D;B916;Baccharis dracunculifolia;;;;1,4;1,5;;M;M;96,3;0,8
4;79;10D;B917;Baccharis dracunculifolia;;;;1,1;1,2;;M;M;96,4;0,8
4;79;10D;B918;Baccharis dracunculifolia;;;;1,2;1,6;;2;2,3;96,9;1,2
4;79;10D;B919;Baccharis dracunculifolia;;;;1,25;1,2;;M;M;96,3;0,55
4;79;10D;B920;Baccharis dracunculifolia;;;;1;1,6;;M;M;96;0,4
4;79;10D;B921;Senecio brasiliensis;;;;1,95;M;;M;M;96;1,2
4;79;10D;B922;Baccharis dracunculifolia;;;;2,1;2,45;;M;M;97,6;1,35
4;79;10D;H424;Lithrea brasiliensis ;;;;1,3;1,49;;1,9;2,3;98;1,35
4;79;10D;B924;Baccharis dracunculifolia;;;;2;2,2;;M;M;97,6;1
4;79;10D;H433;Baccharis dracunculifolia;;;;1,8;2,5;;2,5;3;98;0,85
4;79;10D;B926;Baccharis dracunculifolia;;;;1,55;1,7;;M;M;98;0,7
4;79;10D;B927;Baccharis dracunculifolia;;;;2;1,9;;2,09;M;98;0,5
4;79;10D;B928;Baccharis dracunculifolia;;;;1,3;1,29;;M;M;98,2;0,4
4;79;10D;B929;Baccharis dracunculifolia;;;;1,2;1,34;;M;M;98,2;0,3
4;79;10D;R855;Baccharis dracunculifolia;;;;1,2;1,38;;1,9;2;98,2;0,2
4;79;10D;R843;Baccharis dracunculifolia;;;;1,2;1,32;;1,8;2,1;98,2;0,2
4;79;10D;B932;Baccharis dracunculifolia;;;;1,2;1,67;;M;M;98,5;0,15
4;79;10D;B933;Baccharis dracunculifolia;;;;1,2;1,58;;M;M;99,9;0,15
4;79;10D;B934;Baccharis dracunculifolia;;;;1,2;1,59;;M;M;99,9;0,15
4;79;10D;B935;Baccharis dracunculifolia;;;;1,5;1,88;;M;M;99,5;1,2
4;79;10D;B936;Baccharis dracunculifolia;;;;1,3;1,7;;M;M;99,5;1,2
4;79;10D;B937;Baccharis dracunculifolia;;;;1,7;2;;M;M;99,9;0,3
4;79;10D;B938;Baccharis dracunculifolia;;;;1,9;2,1;;M;M;99,9;0,45
4;79;10D;R840;Baccharis uncinella;;;;3,3;4;;4,5;AD;94,6;7,6
4;79;10D;F940;Feijoa sellowiana;;;;1,15;1,2;;1;1,3;95,6;6,3
4;79;10D;X210;Baccharis dracunculifolia;;;;;1,6;;M;M;91;0,7
4;79;10D;X220;Baccharis dracunculifolia;;;;;1,55;;M;M;99;2,63
4;79;10D;H156;Baccharis dracunculifolia;;;;;3;;3;3,1;94;1
4;79;10D;A19;Grazielia serrata;;;;;1,1;;M;M;94,3;1,3
4;79;10D;X205;Baccharis microdonta;;;;;2,38;;M;M;99,94;9,3
4;79;10D;X206;Vernonanthura montevidensis;;;;;1,05;;2,5;2,8;94,3;0,97
4;79;10D;X207;Baccharis uncinella;;;;;1,6;;M;M;96,6;4,55
4;79;10D;R854;Baccharis dracunculifolia;;;;;;;1,8;2,1;97;7
4;79;10D;R853;Baccharis dracunculifolia;;;;;;;2;2,1;97;7
4;79;10D;R852;Baccharis dracunculifolia;;;;;;;2,5;M;97;6
4;79;10D;R851;Baccharis dracunculifolia;;;;;;;2,5;2,1;97;7
4;79;10D;R849;Baccharis dracunculifolia;;;;;;;1,9;2,3;98;8
4;79;10D;R848;Baccharis dracunculifolia;;;;;;;1,75;M;98;8
4;79;10D;R847;Baccharis dracunculifolia;;;;;;;1,5;M;97;8
4;79;10D;R846;Baccharis dracunculifolia;;;;;;;2,1;2,3;97;9
4;79;10D;R845;Baccharis dracunculifolia;;;;;;;1,55;0,9;97;7
4;79;10D;R844;Baccharis dracunculifolia;;;;;;;1,58;1,8;97;7
4;79;10D;R891;Baccharis dracunculifolia;;;;;;;1,8;M;98;1,4
4;79;10D;R892;Baccharis dracunculifolia;;;;;;;1,3;M;98;2,4
4;79;10D;R893;Maytenus boaria;;;;;;;1,1;M;94;1,5
4;79;10D;R896;Baccharis dracunculifolia;;;;;;;2;2;92;5,9
4;79;10D;R858;Baccharis dracunculifolia;;;;;;;1,65;2;96;6,5
4;79;10D;R890;Baccharis dracunculifolia;;;;;;;2,6;M;95;6,5
4;79;10D;R895;Baccharis dracunculifolia;;;;;;;1,75;M;95;7
4;79;10D;R889;Baccharis dracunculifolia;;;;;;;2,3;M;95;6,5
4;79;10D;R859;Baccharis dracunculifolia;;;;;;;1,65;M;95;5,5
4;79;10D;H407;Feijoa sellowiana;;;;;;;;1,3;95;6
4;79;10D;R856;Vernonanthura montevidensis;;;;;;;;3;97;6
4;79;10D;H412;Myrsine coriacea;;;;;;;;1;99,5;5
4;79;10D;H406;Baccharis uncinella;;;;;;;;1,5;94;6,3
4;79;10D;H434;Baccharis dracunculifolia;;;;;;;;1,8;96;6,3
4;79;10D;H425;Baccharis dracunculifolia;;;;;;;;1,5;94;5
4;79;10D;H435;Baccharis dracunculifolia;;;;;;;;2;95;4
4;79;10D;H428;Baccharis dracunculifolia;;;;;;;;2;96;5
4;79;10D;H404;Baccharis dracunculifolia;;;;;;;;1,5;96,3;4
4;79;10D;H143;NI;;;;;;;;1,8;96,3;3
4;79;10D;H137;Baccharis dracunculifolia;;;;;;;;1,3;96,1;3,6
4;79;10D;H134;Baccharis dracunculifolia;;;;;;;;3;95,4;0,8
4;79;10D;H121;Baccharis dracunculifolia;;;;;;;;3,7;96,4;0,8
4;79;10D;H139;Baccharis dracunculifolia;;;;;;;;2,4;94;0,9
4;79;10D;H196;Myrsine coriacea;;;;;;;;1;94;0,5
4;79;10D;H152;Schinus spp.;;;;;;;;1;93,5;1,6
4;79;10D;H109;Baccharis dracunculifolia;;;;;;;;2,5;93,2;1,6
4;79;10D;H145;Baccharis dracunculifolia;;;;;;;;2,2;92,2;1
4;79;10D;H129;Baccharis dracunculifolia;;;;;;;;2;91,7;0,3
4;79;10D;H141;Baccharis dracunculifolia;;;;;;;;2,1;91,5;1,3
4;79;10D;H158;Baccharis dracunculifolia;;;;;;;;3;91;3,3
4;79;10D;H128;Baccharis microdonta;;;;;;;;1,5;91,5;4,3
4;79;10D;H194;Baccharis dracunculifolia;;;;;;;;1,9;91,2;4,3
4;80;10E;F1011;Baccharis dracunculifolia;;;;1,3;1,8;;2,5;3,5;93;0,6
4;80;10E;B942;Baccharis uncinella;;;;3;3,1;;4;M;94,4;0,4
4;80;10E;F1127;Myrceugenia euosma;;;;2;2,3;;2,5;2,8;91;4,3
4;80;10E;B944;Senecio brasiliensis;;;;1,2;1,3;;M;M;91,8;6,2
4;80;10E;B945;Baccharis uncinella;;;;3,15;3,2;;M;M;93;7
4;80;10E;B946;Baccharis dracunculifolia;;;;3,2;3,4;;M;M;91;9
4;80;10E;B947;Baccharis uncinella;;;;3,3;3,1;;M;M;94;8
4;80;10E;B948;Baccharis uncinella;;;;2,5;3,8;;3;3,2;96;8,4
4;80;10E;B949;Baccharis uncinella;;;;3;3,6;;M;M;95;8,4
4;80;10E;B960;Baccharis dracunculifolia;;;;1,4;1,7;;M;M;98,6;6,12
4;80;10E;B952;Baccharis dracunculifolia;;;;1,9;2,3;;M;M;97,9;5
4;80;10E;B950;Baccharis dracunculifolia;;;;1,3;1,77;;M;M;96,5;4,3
4;80;10E;B951;Baccharis dracunculifolia;;;;1,7;2,1;;1,5;M;96,8;4,4
4;80;10E;B953;Baccharis dracunculifolia;;;;2;2,3;;M;M;96,8;4,3
4;80;10E;B954;Baccharis dracunculifolia;;;;1;1,2;;M;M;96,8;4
4;80;10E;B955;Baccharis dracunculifolia;;;;1,4;1,5;;M;M;96,8;3,9
4;80;10E;B956;Baccharis dracunculifolia;;;;2;2,5;;M;M;96,8;3,8
4;80;10E;B957;Baccharis dracunculifolia;;;;1,2;M;;M;M;96,8;3,8
4;80;10E;B958;Baccharis dracunculifolia;;;;1,2;1,3;;M;M;96,8;3,8
4;80;10E;B959;Baccharis dracunculifolia;;;;1,2;M;;M;M;96,8;3,75
4;80;10E;B961;Baccharis dracunculifolia;;;;1,3;M;;M;M;96,6;3,65
4;80;10E;B962;Baccharis dracunculifolia;;;;1,5;M;;M;M;96,4;3,65
4;80;10E;B963;Baccharis dracunculifolia;;;;1,2;1,49;;M;M;96,4;3,65
4;80;10E;B964;Baccharis dracunculifolia;;;;1,65;1,7;;M;M;96,4;3,6
4;80;10E;B965;Baccharis dracunculifolia;;;;1,4;1,49;;M;M;96,4;3,6
4;80;10E;B966;Baccharis dracunculifolia;;;;1,1;1,48;;M;M;96;2,6
4;80;10E;B967;Baccharis dracunculifolia;;;;1,1;1,48;;M;M;96;2,5
4;80;10E;B968;Baccharis dracunculifolia;;;;1,2;1,57;;M;M;96;2,3
4;80;10E;B969;Baccharis dracunculifolia;;;;1,8;M;;M;M;97;2
4;80;10E;B970;Baccharis dracunculifolia;;;;1,7;1,8;;M;M;97,2;2
4;80;10E;B971;Baccharis dracunculifolia;;;;2,1;1,8;;M;M;97,2;2,9
4;80;10E;B972;Baccharis dracunculifolia;;;;2;2,3;;M;M;97,8;2,9
4;80;10E;B973;Baccharis dracunculifolia;;;;1,9;2,1;;M;M;98;2,9
4;80;10E;B974;Baccharis dracunculifolia;;;;2,3;2,7;;M;M;98,5;4,2
4;80;10E;B975;Baccharis dracunculifolia;;;;1,4;1,8;;M;M;98,5;3,95
4;80;10E;B976;Baccharis dracunculifolia;;;;1,35;1,75;;M;M;99;4,5
4;80;10E;B977;Baccharis dracunculifolia;;;;1,3;1,86;;M;M;99;4,5
4;80;10E;B979;Baccharis dracunculifolia;;;;1,2;1,67;;M;M;99;4,2
4;80;10E;B980;Senecio brasiliensis;;;;1,6;M;;M;M;99,5;4,6
4;80;10E;B981;Senecio brasiliensis;;;;1,1;2,2;;M;M;99,35;4,1
4;80;10E;B982;Baccharis dracunculifolia;;;;1,8;2,3;;M;M;98;4
4;80;10E;B983;Baccharis dracunculifolia;;;;1,8;2;;M;M;98;3,5
4;80;10E;B984;Vernonanthura montevidensis;;;;1,9;2,04;;M;M;99;3
4;80;10E;B985;Grazielia serrata;;;;2,05;2,05;;M;M;99;2,7
4;80;10E;B986;Grazielia serrata;;;;2;3;;M;M;99;2,4
4;80;10E;B987;Grazielia serrata;;;;2;2,7;;M;M;99,1;2,4
4;80;10E;B988;Grazielia serrata;;;;2,05;2,64;;M;M;99,1;2,4
4;80;10E;B989;Grazielia serrata;;;;1,2;1,46;;M;M;99;2
4;80;10E;B990;Grazielia serrata;;;;2;2,1;;M;M;98,7;0,7
4;80;10E;B991;Grazielia serrata;;;;2,4;3,2;;M;M;98;0,3
4;80;10E;B992;Grazielia serrata;;;;2,1;3;;M;M;98,8;0,1
4;80;10E;B993;Grazielia serrata;;;;2,4;2,6;;M;M;99,9;0,8
4;80;10E;B994;Grazielia serrata;;;;1,85;1,8;;M;M;99,7;0,9
4;80;10E;B995;Grazielia serrata;;;;1,85;2,24;;M;M;99,6;0,5
4;80;10E;X208;Senecio brasiliensis;;;;;1,14;;M;M;90,06;4,9
4;80;10E;X211;Senecio brasiliensis;;;;;1,24;;M;M;97,4;6,7
4;80;10E;X212;Senecio brasiliensis;;;;;1,42;;M;M;97,8;7,5
4;80;10E;X209;Baccharis dracunculifolia;;;;;1,1;;M;M;99,2;7,8
4;80;10E;X213;Baccharis dracunculifolia;;;;;1,67;;M;M;99;4,69
4;80;10E;X214;Baccharis dracunculifolia;;;;;1,36;;M;M;99,44;1,36
4;80;10E;X217;Baccharis dracunculifolia;;;;;1,05;;M;M;99,3;1,6
4;80;10E;X216;Baccharis dracunculifolia;;;;;1,05;;M;M;97,4;1,35
4;80;10E;X218;Baccharis dracunculifolia;;;;;1,05;;M;M;97,3;1,35
4;80;10E;X215;Baccharis dracunculifolia;;;;;1,1;;M;M;96,5;1,32
4;80;10E;X210;Baccharis dracunculifolia;;;;;1,15;;3;3,2;96,4;1,46
4;80;10E;F1132;Baccharis microdonta;;;;;;;2,5;2,8;90;0,5
4;80;10E;F1133;Baccharis dracunculifolia;;;;;;;2,5;M;91;0,5
4;80;10E;F1121;Baccharis dracunculifolia;;;;;;;2;3,6;91;0,8
4;80;10E;F1139;Baccharis dracunculifolia;;;;;;;1,5;1,7;90,5;2
4;80;10E;F1126;Vernonanthura montevidensis;;;;;;;2,1;2;90,6;2
4;80;10E;F1125;Baccharis dracunculifolia;;;;;;;2,3;3,5;91,6;2,5
4;80;10E;F1122;Baccharis dracunculifolia;;;;;;;2;3,8;91;3,8
4;80;10E;F1123;Baccharis dracunculifolia;;;;;;;2,5;3,3;90,5;3,8
4;80;10E;F1124;Baccharis dracunculifolia;;;;;;;2,5;3;93;3,3
4;80;10E;F1012;Baccharis dracunculifolia;;;;;;;2,5;M;93,5;3,3
4;80;10E;F1015;Baccharis dracunculifolia;;;;;;;2,3;3,5;92;4,3
4;80;10E;F1007;Baccharis dracunculifolia;;;;;;;2,8;3,3;93;4
4;80;10E;F1016;Baccharis dracunculifolia;;;;;;;2,3;3,1;93,3;3
4;80;10E;F1019;Baccharis dracunculifolia;;;;;;;2;1,7;92,8;3
4;80;10E;F1017;Baccharis dracunculifolia;;;;;;;2,5;3;93;0,4
4;80;10E;F1014;Baccharis dracunculifolia;;;;;;;2,3;3,5;93,5;0,3
4;80;10E;F1006;Vernonanthura montevidensis;;;;;;;1,3;1,8;92;0
4;80;10E;F1010;Baccharis dracunculifolia;;;;;;;2,1;2,2;91,6;0
4;80;10E;F1005;Lithrea brasiliensis ;;;;;;;1,1;1,7;92,9;0,6
4;80;10E;F1013;Baccharis dracunculifolia;;;;;;;2;2;93;7,8
4;80;10E;P397;Baccharis dracunculifolia;;;;;;;2;2;94,5;7
4;80;10E;P396;Vernonanthura sp.;;;;;;;1,8;M;97;6
4;80;10E;P398;Baccharis dracunculifolia;;;;;;;1,9;2,2;94,5;5
4;80;10E;P394;Baccharis dracunculifolia;;;;;;;2,5;3,1;93,5;4,5
